Material;Material desc;Grupo art. Desc;Jerar;NEGOCIO desc;Tipo producto;Familia
159888;FILTRO AIRE DONALDSON P781039;Filtro Aceite Movil;"	FILTRACION";EMSESA;;
159921;ADAPTADOR DIAGNOSTICO MAVE10SR1/4CF PARK;TUB(AC) FITTINGS HID;"	CONDUCCION DE FLUIDOS";EMSESA;;
58969;MANGUERA PARKER 304-16;MANGUERAS;"	PARKER INDUSTRIAL";EMSESA;;
141063;FITTING INSTR PARKER 12-4 FHC-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
157685;FLEXIBLE EMSESA HA7730;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
160172;TUBING TEFLON PARKER 101-0830040-NT;MANGUERAS;"	PARKER INDUSTRIAL";EMSESA;;
119986;ELEMENTO FILTRO PARKER MXR9550;FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
64812;ELEMENTO FILTRO PARKER G02718;FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
103614;ELEMENTO RACOR R25T (10MICRAS) PARKER;FILTROS DE COMBUSTIB;"	FILTRACION";EMSESA;;
164396;FLEXIBLE EMSESA P301SNCACA15158C-1300;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
132047;FILTRO HIDRAULICO DONALDSON P569206;Filtros Hidraulicos Donaldson;"	FILTRACION";EMSESA;;
164392;FLEXIBLE EMSESA P301SNCACA15158C-1100;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
107922;FILTRO PARKER 50P305QML90YY1;FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
153233;FLEXIBLE EMSESA HA0910;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
158332;FITTING D40 TRANSAIR 6606 40 00 PARKER;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
64384;FITTING PARKER169PLM-14M-6R (C63PB14-3/8;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
100721;ELEMENTO FILTRO 937776Q PARKER;FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
107567;FILTRO DE AIRE DONALDSON P613334;Filtro Aire Movil;"	FILTRACION";EMSESA;;
163658;FITTING ERMETO PARKER EW12L71;TUB(AC) FITTINGS HID;"	CONDUCCION DE FLUIDOS";EMSESA;;
105203;ADAPTADOR PARKER PS610306-6-6;ADAPTADORES;"	PARKER INDUSTRIAL";EMSESA;;
115705;MANGUERA PARKER 836-8 PUSH-LOK;MANGUERAS;"	PARKER INDUSTRIAL";EMSESA;;
158243;MANGUERA PARKER 7219-1000025;MANGUERAS DE CAUCHO;"	CONEXION INDUSTRIAL";EMSESA;;
45380;"VALVULA 1/2"" OD PARKER HNVS8A";VALVULAS INSTRUMENTACION;"	INST.PARKER CPI";EMSESA;;
109198;FILTRO DE AIRE DONALDSON P778336;Filtro Aire Movil;"	FILTRACION";EMSESA;;
103625;ELEMENT RACOR 2040TM-OR (2040N-10)PARKER;FILTROS DE COMBUSTIB;"	FILTRACION";EMSESA;;
143718;FITTING ERMETO PARKER EW15LOMD71;TUB(AC) FITTINGS HID;"	CONDUCCION DE FLUIDOS";EMSESA;;
14672;ACOPLE PARKER 1C971-38-20;ACOPLES PLG;"	PARKER INDUSTRIAL";EMSESA;;
115589;MANGUERA PARKER 692-6;MANGUERAS;"	PARKER INDUSTRIAL";EMSESA;;
101506;ELEMENTO FILTRO PARKER 926845Q;FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
157363;FILTRO AIRE DONALDSON P955200;Filtro Aire Movil;"	FILTRACION";EMSESA;;
17837;DADO PARKER 80C-A10;MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
157619;FLEXIBLE EMSESA HA7341;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
101328;ELEMENTO FILTRO PARKER 941037Q;FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
133497;VALVULA D3W004CNJW DIRECCIONAL PARKER;VALVULAS HIDRAULICAS;"	VALVULAS INDUSTRIALES";EMSESA;;
160360;ACOPLE PARKER 1GU77-12-12;ACOPLES PLG;"	PARKER INDUSTRIAL";EMSESA;;
157520;CILINDRO P1PS032DS7G0025 PARKER;CILINDROS NEUMATICOS;"	CILINDROS";EMSESA;;
113770;ELE FILTRO HIDRAULICO DONALDSON P763185;Filtros Hidraulicos Donaldson;"	FILTRACION";EMSESA;;
108247;FITTING PLASTICO PARKER 8GRP;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
113102;FITTING RMETO PARKER GE20S3/4NPT71;TUB(AC) FITTINGS HID;"	CONDUCCION DE FLUIDOS";EMSESA;;
97800;ELEMENTO FILTRO 937395Q PARKER;FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
164557;FLEXIBLE EMSESA F797TC6A6N323232-1120;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
164395;FLEXIBLE EMSESA P301SNCACA15158C-1550;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
160928;KIT SELLOS 3786913 PISTON PARKER;BOMBAS HIDRA/REPUEST;"	HIDRAULICA MOVIL";EMSESA;;
108248;FITTING PLASTICO PARKER P8MC4;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
110047;FILTRO COMBUSTIBLE DONALDSON P558000;Filtro Comb.Movil LC;"	FILTRACION";EMSESA;;
143807;FILTRO HIDRAULICO DONALDSON P170308;Filtros Hidraulicos Donaldson;"	FILTRACION";EMSESA;;
103692;ELEMENTO FILTRO PARKER MX1518410(X4);FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
161718;ACOPLE PARKER S71-3N6-6F;ACOPLES PLG;"	PARKER INDUSTRIAL";EMSESA;;
113873;FILTRO AIRE PRIMARIO DONALDSON P772578;Filtro Aire Movil;"	FILTRACION";EMSESA;;
142338;SENSONODE BLUE SNPT2-400-B-4MO-EMA;SENSORES PARKER;"	PARKER INDUSTRIAL";EMSESA;;
110717;ELEMENT RACOR 2040PM-OR (2040N-30) SALFA;FILTROS DE COMBUSTIB;"	FILTRACION";EMSESA;;
107261;ELEMENTO FILTRO PARKER 934310Q;FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
159889;FILTRO AIRE DONALDSON P613335;Filtro Aceite Movil;"	FILTRACION";EMSESA;;
14695;ACOPLE PARKER 11C43-30-16;ACOPLES PLG;"	PARKER INDUSTRIAL";EMSESA;;
119752;VALV BOLA TRIPLE HEM 0482 18 27 LEGRIS;TUB(AC) FITTINGS HID;"	CONDUCCION DE FLUIDOS";EMSESA;;
157672;FLEXIBLE EMSESA HA7698;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
17852;DADO PARKER 83C-D16;MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
107843;KIT DE REPARACION CILINDRO P1EB6PRV;CILINDROS NEUMATICOS;"	CILINDROS";EMSESA;;
100729;ELEMENTO FILTRO G04245 PARKER;FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
18032;FITTING INSTR PARKER 6-8 DBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
164552;FILTRO 15P110QBM2KS121 PRESION PARKER;FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
18764;FITTING INSTR PARKER 4-4 WBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
157702;FLEXIBLE EMSESA HA8187;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
106073;VALVULA DSL201NRSPA120D PARKER;VALVULAS HIDRAULICAS;"	VALVULAS INDUSTRIALES";EMSESA;;
139944;ACOPLE PARKER 14B77-24-24;ACOPLE ALTA PRESION;"	ALTA PRESION PARKER";EMSESA;;
14022;ACOPLE PARKER 10671-12-10;ACOPLES PLG;"	PARKER INDUSTRIAL";EMSESA;;
19442;ELEMENTO FILTRO PARKER 932073;FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
105167;ELEMENTO FILTRO TXW13-R-GDL 10 (937773Q);FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
20791;VALVULA D1VW008CNJW DIRECCIONAL PARKER;VALVULAS HIDRAULICAS;"	VALVULAS INDUSTRIALES";EMSESA;;
108250;KIT 80R O-RING FITTING PARKER;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
35775;VALVULA D3W020DNYW DIRECCIONAL PARKER;VALVULAS HIDRAULICAS;"	VALVULAS INDUSTRIALES";EMSESA;;
165387;FLEXIBLE EMSESA F797TCJCJC888-3000-0;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
157345;DADO PARKER P2 83C-A24;MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
157346;DADO PARKER P2 83C-A32;MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
18461;FITTING INSTR PARKER 4 KBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
99001;"FITTING PRESTOLOCK PARKER 68PL 6MM-3/8""";PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
95974;KIT DE SELLOS S24-10219-0 T6ED PARKER;BOMBAS HIDRA/REPUEST;"	HIDRAULICA MOVIL";EMSESA;;
19995;BOBINA 1860423-30-Y 110V S91 PARKER;VALVULAS HIDRAULICAS;"	VALVULAS INDUSTRIALES";EMSESA;;
105508;DADO PARKER 83C-CS24;MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
157327;ACOPLE PARKER 1D243-38-20;ACOPLES PLG;"	PARKER INDUSTRIAL";EMSESA;;
17853;DADO PARKER 83C-D20;MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
45179;BOMBA 3349111279 PGP511A0140CK1H2 PARKER;BOMBAS HIDRA/REPUEST;"	HIDRAULICA MOVIL";EMSESA;;
134723;CILINDRO P1EBG100MVNB4-0140 PARKER;CILINDROS HIDRAULICO;"	CILINDROS";EMSESA;;
158331;FITTING D25 TRANSAIR 6606 25 00 PARKER;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
119095;ACOPLE PARKER 1XN77-20-16;ACOPLE ALTA PRESION;"	ALTA PRESION PARKER";EMSESA;;
119087;ACOPLE PARKER 1XF77-20-20;ACOPLE ALTA PRESION;"	ALTA PRESION PARKER";EMSESA;;
158310;FITTING D16 TRANSAIR 6606 17 00 PARKER;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
119127;ACOPLE PARKER 1J977-12-12;ACOPLE ALTA PRESION;"	ALTA PRESION PARKER";EMSESA;;
58106;KIT SELLOS PARA CILINDRO PK502HK001;CILINDROS HIDRAULICO;"	CILINDROS";EMSESA;;
164351;ELEMENTO FILTRO PARKER G01284;FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
105509;DADO PARKER 83C-CS32;MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
109550;SEPARADOR AGUA-COMBUST DONALDSON P550390;Filtro Comb.Movil LC;"	FILTRACION";EMSESA;;
15597;ADAPTADOR PARKER (15T3-32-32);ADAPTADORES;"	PARKER INDUSTRIAL";EMSESA;;
165835;VALVULA DIRECCIONAL D1VW009CNTW PARKER;VALVULAS HIDRAULICAS;"	VALVULAS INDUSTRIALES";EMSESA;;
19204;"LUBRICADOR 07L32BE 1/2"" NEUMATICO PARKER";FILTROS MECANICOS;"	FILTRACION";EMSESA;;
158486;SOLENOIDE 6763060 PARKER;VALVULAS HIDRAULICAS;"	VALVULAS INDUSTRIALES";EMSESA;;
143817;VALV. P2LDX514ESNDDB53 DIRECCIONAL PARKE;VALVULAS HIDRAULICAS;"	VALVULAS INDUSTRIALES";EMSESA;;
157344;DADO PARKER P2 80C-A10;MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
18614;FITTING INSTR PARKER 6-4 RA-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
110865;ELEMENTO RACOR 2010PM-OR (2010PM) SALFA;FILTROS DE COMBUSTIB;"	FILTRACION";EMSESA;;
107548;FILTRO DE AIRE DONALDSON P533781;Filtro Aire Movil;"	FILTRACION";EMSESA;;
160934;FITTING INSTR PARKER 2-2 GBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
164394;FLEXIBLE EMSESA P301SNCACA12126C-900;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
107649;SEPAR AGUA-COMBUST DONALDSON P553201;Filtro Comb.Movil LC;"	FILTRACION";EMSESA;;
131918;CARRO 7 CAJONES, 216 PIEZAS;HERRAMIENTAS MANUALES;"	PR.Y TERMINAC.";;Cajas y Mochilas de herramientas;
117846;Hidrolavadora Karcher HD 10/25-4S;LIMPIEZA INDUSTRIAL;"	PREPARACION Y TERMINACIONES";;Hidrolavadoras;Hidrolavadoras
117845;Hidrolavadora Karcher HD 6/15-C;LIMPIEZA INDUSTRIAL;"	PREPARACION Y TERMINACIONES";;Hidrolavadoras;Hidrolavadoras
117844;Hidrolavadora Karcher HD 6/15 G;LIMPIEZA INDUSTRIAL;"	PREPARACION Y TERMINACIONES";;Hidrolavadoras;Hidrolavadoras
117843;Hidrolavadora Karcher HD 5/11 P;LIMPIEZA INDUSTRIAL;"	PREPARACION Y TERMINACIONES";;Hidrolavadoras;Hidrolavadoras
114573;BISELADOR MANUAL SM-BM20 230 V;"	EQUIPOS Y ACCESORIOS AUTOMATICOS";"	PR.Y TERMINAC.";SOLDADURA;Biseladores;
114570;BISELADOR MANUAL Steelmax - BM16-230 V;"	EQUIPOS Y ACCESORIOS AUTOMATICOS";"	PR.Y TERMINAC.";SOLDADURA;Biseladores;
100275;Máquina Powertec 305S;"	EQUIPOS	K91";"	EQU.Y ACCES.";;Máquinas de soldar;
100170;ALIMENTADOR LF 22;"	EQUIPOS	K91";"	EQU.Y ACCES.";;Accesorios soldaduras;
99539;Set PFERD Lima Rotativa Metálica MD 10-01 M6;"	LIMAS PFERD";"	CORTE METALES";;Abrasivos;
99538;Lima Rotativa Cónica Apuntada SKM 1225-6;"	LIMAS PFERD";"	CORTE METALES";;Abrasivos;
99536;"Disco de Lija Grano Cerámico 7"" G80 Dual AC e Inox ";ABRASIVOS;"	CORTE METALES";;Abrasivos;
99535;" Disco de Lija Grano cerámico 7"" G50 Dual AC e Inox";ABRASIVOS;"	CORTE METALES";;Abrasivos;
99534;" Disco de Lija Grano cerámico 7"" G36 Dual AC e Inox";ABRASIVOS;"	CORTE METALES";;Abrasivos;
99528; Disco de Lija Grano cerámico 4 ½ G50 Dual AC e Inox;ABRASIVOS;"	CORTE METALES";;Abrasivos;
99525;DISCO 3M Cubitron LIJA CERAMICO 115-22 CO50 ACERO;ABRASIVOS;"	CORTE METALES";;Abrasivos;
99354; Equipo Soldar/Cortar UW1516 c/cilindros;"	OXICORTE	K90";"	CORTE METALES";;Máquinas de soldar;
98076;Extractor de Humos Lincoln Electric Miniflex;"	EXTRACTORES DE HUMO	KJI";"	PR.Y TERMINAC.";;Extractores de humo;
96986;Equipo Plasma Tomahawk 1000;"	PLASMAS	KE0";"	CORTE METALES";;Equipos de corte;
65703;Torre de Iluminación Solar Katto;"	T. ILUM SOLAR KATTO	SK8";"	ENERGIA";;Torres de iluminación;
64916;Alimentador de Alambre LN-25 PRO DUAL;"	EQUIPOS	K91";"	EQU.Y ACCES.";;Accesorios soldaduras;
64655;Alambre Lincoln METALSHIELD MC-6 H4 1,1MM;"	ALAMBRES TUBULARES ESPECIALES";"	SOLDADURA ESPECECIAL";;Soldaduras;
58166;"Esmeril Angular Makita 4-1/2"""" 570 W";HERRAMIENTAS ELECTRICAS;"	PR.Y TERMINAC.";;Esmeriles;
52605;Alambre Lincoln METALSHIELD MC-110 1,2MM;"	ALAMBRES TUBULARES ESPECIALES";"	SOLDADURA ESPECECIAL";;Soldaduras;
48584;"Grata Piping 6"" RBG 150 Pipeline ST SG";"	GRATAS PFERD";"	CORTE METALES";;Abrasivos;
40706;"Taladro Bosch GBM 32-4 1-1/4""";"	VARIOS S";"	Varios";;Taladros y Rotomartillos;
37958;Lima Rotativa Cilíndrica  KUD 1210/6;"	LIMAS PFERD";"	CORTE METALES";;Abrasivos;
37806;Kit Base Magnética y Taladro Bosch;"	ACCESORIOS HERRAMIENTAS";"	EQU.Y ACCES.";;Taladros y Rotomartillos;
9490;Carro Máquina Ranger 225;"	ACCESORIOS HERRAMIENTAS";"	EQU.Y ACCES.";;Máquinas de soldar;
7763;Equipo Completo Soldar y Cortar RS-101;"	OXICORTE	K90";"	CORTE METALES";;Máquinas de soldar;
7755;Rana serie YK-300 Dos Sopletes;"	MESAS DE CORTE	AEB";"	CORTE METALES";;Máquinas de soldar;
2310;Electrodo Lincoln GRITHERM 46 - 5/32;"	E.R.P";"	SOLDADURA ESPECECIAL";;Soldaduras;
2268;Electrodo Lincoln PRIMALLOY E-316 L/16-3/16;"	E.R.P";"	SOLDADURA ESPECECIAL";;Soldaduras;
115047;TECLE ELECTRICO KITO 1 TON SEQ010SD 6MT;TECLES ELECTRICOS;"	SISTEMAS DE LEVANTE";;Tecles eléctricos;
115045;TECLE ELECTRICO KITO 0,250 TON SEQ003SD;TECLES ELECTRICOS;"	SISTEMAS DE LEVANTE";;Tecles eléctricos;
104736;Tecle Cadena Columbus Mckinnon Hurricane 360°-3 TON;TECLES  MANUALES;"	SISTEMAS DE LEVANTE";;Tecles manuales;
104735;Tecle Cadena Columbus Mckinnon Hurricane 360°-2 TON;TECLES  MANUALES;"	SISTEMAS DE LEVANTE";;Tecles manuales;
104734;Tecle Cadena Columbus Mckinnon Hurricane 360°-1 TON;TECLES  MANUALES;"	SISTEMAS DE LEVANTE";;Tecles manuales;
98943;Tecle Cadena Columbus Mckinnon Hurricane 360°-0,5 TON;TECLES  MANUALES;"	SISTEMAS DE LEVANTE";;Tecles manuales;
96527;Aparato Tracción de Cable 3,2 Ton;"	APARATOS DE TRACCIÓN";"	ACCESORIOS IZAJE Y TRACCIÓN";;Aparatos de tracción;
96526;Aparato Tracción de Cable 1,6 Ton;"	APARATOS DE TRACCIÓN";"	ACCESORIOS IZAJE Y TRACCIÓN";;Aparatos de tracción;
96524;Tecle Palanca CM 6 Ton Elev 1,5 mt;TECLES  MANUALES;"	SISTEMAS DE LEVANTE";;Tecles manuales;
96519;Tecle Cadena CM 2 Ram,  5,0 ton;TECLES  MANUALES;"	SISTEMAS DE LEVANTE";;Tecles manuales;
96518;Tecle Cadena CM 2 Ram,  3,0 Ton;TECLES  MANUALES;"	SISTEMAS DE LEVANTE";;Tecles manuales;
96517;Tecle Cadena CM 2 Ram ,  2,0 Ton;TECLES  MANUALES;"	SISTEMAS DE LEVANTE";;Tecles manuales;
66936;Grillete Columbus Mckinnon G-2130 2-1/2¨;GRILLETES;"	ACCESORIOS AMARRE";;Grilletes;
63801;ESLINGA TUBULAR 10 TON X 3MT.;ESLINGAS TUBULARES;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
63788;ESLINGA TUBULAR 8 TON X 2MT.;ESLINGAS TUBULARES;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
63787;ESLINGA TUBULAR 8 TON X 1MT.;ESLINGAS TUBULARES;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
63779;ESLINGA TUBULAR 6 TON X 5MT.;ESLINGAS TUBULARES;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
63763;ESLINGA TUBULAR 5 TON X 1MT;ESLINGAS TUBULARES;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
63751;ESLINGA TUBULAR 4 TON X 1MT.;ESLINGAS TUBULARES;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
63731;ESLINGA TUBULAR 2 TON X 5MT.;ESLINGAS TUBULARES;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
63709;ESLINGA TUBULAR 1 TON X 5MT.;ESLINGAS TUBULARES;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62414;Eslinga 4 capas 100MM x 11MT. 9.2 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62410;Eslinga 4 capas 100MM x 7MT. 9.2 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62399;Eslinga 4 capas 75MM x 11MT. 7.4 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62398;Eslinga 4 capas 75MM x 10MT. 7.4 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62381;Eslinga 4 capas 50MM x 9MT. 4.9 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62352;Eslinga 3 capas 300MM x 10MT. 20 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62348;Eslinga 3 capas 300MM x 6MT. 20 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62346;Eslinga 3 capas 300MM x 4MT. 20 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62335;Eslinga 3 capas 250MM x 8MT. 16.7 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62333;Eslinga 3 capas 250MM x 6MT. 16.7 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62322;Eslinga Sintética  3 Capas 200 mm x 10 mt;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62320;Eslinga 3 capas 200MM x 8MT. 13.9 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62307;Eslinga 3 capas 150MM x 10MT. 10.4 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62300;Eslinga 3 capas 150MM x 3MT. 10.4 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62232;Eslinga 2 capas 300MM x 10MT. 12.2 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62230;Eslinga 2 capas 300MM x 8MT. 12.2 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62228;Eslinga 2 capas 300MM x 6MT. 12.2 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62226;ESLINGA 2 CAPAS 300MM X 4MT;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62196;Eslinga 2 capas 200MM x 4MT. 8.7 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62193;ESLINGA 2 CAPAS 200MM X 2MT;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
62178;Eslinga 2 capas 150MM x 2MT. 7.4 Tons;ESLINGAS PLANAS;"	ESLINGAS SINTÉTICAS";;Eslingas sintéticas;
45387;"Grillete Columbus Mckinnon  G-209 7/16""";GRILLETES;"	ACCESORIOS AMARRE";;Grilletes;
31841;Mordaza Horizontal  CH 2L;"	GARRAS PARA IZAJE	ASD";"	ACCESORIOS IZAJE Y TRACCIÓN";;Garras para izaje;
31786;Mordaza  Vertical TSH 3000;"	GARRAS PARA IZAJE	ASD";"	ACCESORIOS IZAJE Y TRACCIÓN";;Garras para izaje;
31782;Mordaza  Vertical TSH 1500;"	GARRAS PARA IZAJE	ASD";"	ACCESORIOS IZAJE Y TRACCIÓN";;Garras para izaje;
112171;Labial Ultra Defense FPS 30;"	PROTECCION DERMICA	KA4";"	PROTECCION PASIVA";;Protección dérmica;
109390;ALCOTEST ALCOSAN DIGITAL AL8800;"	ACCESORIOS PROTECCION PASIVA";"	PROTECCION PASIVA";;Detectores de gases;
108948;Protector Solar Raytan  FPS 50+  340 ml;"	PROTECCION DERMICA	KA4";"	PROTECCION PASIVA";;Protección dérmica;
108276;Filtro plano Bls 201 con conexión bayoneta con carbon;"	RESPIRACION BLS	SA6";"	PROTECCION RESPIRATORIA";;Protección respiratoria;
108275;Filtro plano Bls 201 con conexión bayoneta;"	RESPIRACION BLS	SA6";"	PROTECCION RESPIRATORIA";;Protección respiratoria;
107378;Manguilla Hyflex 11-202;"	INICIATIVA ANSELL	AS6";"	Otros de Seguridad";;Protección de manos;
106130;Flitro Bls 226 ABE1P3R para Gases, Vap. Orgánicos-Inorgánicos;"	RESPIRACION BLS	SA6";"	PROTECCION RESPIRATORIA";;Protección respiratoria;
106129;Filtro Bls 221 A2 P3 R para Vap. Orgánicos y Polvo;"	RESPIRACION BLS	SA6";"	PROTECCION RESPIRATORIA";;Protección respiratoria;
106128;Filtro Bls 214 ABEK1 Multigas;"	RESPIRACION BLS	SA6";"	PROTECCION RESPIRATORIA";;Protección respiratoria;
106127;Filtro Bls 213 ABE1 para Gases, Vap. Orgánicos/Inorgánicos, Ácidos;"	RESPIRACION BLS	SA6";"	PROTECCION RESPIRATORIA";;Protección respiratoria;
106126;Filtro Bls 211 A2 para Gases y Vap. Organicos;"	RESPIRACION BLS	SA6";"	PROTECCION RESPIRATORIA";;Protección respiratoria;
106124;Filtro BLS para Polvos 202 P3R;"	RESPIRACION BLS	SA6";"	PROTECCION RESPIRATORIA";;Protección respiratoria;
104653;Saco ATA-20 Absorbente 5 Kg,;"	CONTROL DE DERRAME	S";"	PROTECCION PASIVA";;Accesorios;
103746;Línea Horizontal MSA SURELINE 60 PIES (18 MT);PROTECCION DE CAIDAS;"	PROTECCION CAIDAS";;Protección de caídas;
102295;Mascarilla con Válvula X210V FFP2 NR D;RESPIRADORES DESCART;"	PROTECCION RESPIRATORIA";;Protección respiratoria;
102294;Mascarilla Autofiltrante Atox;RESPIRADORES DESCART;"	PROTECCION RESPIRATORIA";;Protección respiratoria;
102096;Gorro Cuero Tipo Monja Con Forro;ROPA SOLDADOR;"	Vestuario";;Protección de cabeza;
101658;Rollo Absorbente HP-100;"	CONTROL DE DERRAME	S";"	PROTECCION PASIVA";;Elementos de canalización;
101417;Equipo MSA Altair Pro 2X H2S 10162042;"	ACCESORIOS PROTECCION PASIVA";"	PROTECCION PASIVA";;Detectores de gases;
100291;Máscara Elipse A1-P3 (M/L) SPR503;"	Sobre Stock Facial	SA7";"	PROTECCION RESPIRATORIA";;Protección respiratoria;
100290;Máscara Elipse A1-P3 (S/M) SPR338;"	Sobre Stock Facial	SA7";"	PROTECCION RESPIRATORIA";;Protección respiratoria;
100289;Máscara Elipse P3 C/Carbono (M/L) SPR502;"	PROT AUDITIVA GETPRO	SD6";"	PROTECCION AUDITIVA";;Protección respiratoria;
100288;Máscara Elipse P3 C/Carbono (S/M) SPR337;"	Sobre Stock Facial	SA7";"	PROTECCION RESPIRATORIA";;Protección respiratoria;
